k,n,dist,treatment_shift,test_name,alpha,rejection_rate
3,2,F1,18.53932584269663,JT_test,0.05,0.2949
3,2,F1,18.53932584269663,DD_test,0.05,0.460096
3,2,F1,18.53932584269663,JT_test,0.1,0.597772
3,2,F1,18.53932584269663,DD_test,0.1,0.708836
3,2,F1,19.10112359550562,JT_test,0.01,0.0
3,2,F1,19.10112359550562,DD_test,0.01,0.0
3,2,F1,19.10112359550562,JT_test,0.05,0.299948
3,2,F1,19.10112359550562,DD_test,0.05,0.472232
3,2,F1,19.10112359550562,JT_test,0.1,0.605236
3,2,F1,19.10112359550562,DD_test,0.1,0.722664
3,2,F1,19.662921348314608,JT_test,0.01,0.0
3,2,F1,19.662921348314608,DD_test,0.01,0.0
3,2,F1,19.662921348314608,JT_test,0.05,0.303292
3,2,F1,19.662921348314608,DD_test,0.05,0.482208
3,2,F1,19.662921348314608,JT_test,0.1,0.612692
3,2,F1,19.662921348314608,DD_test,0.1,0.738056
3,2,F1,20.224719101123597,JT_test,0.01,0.0
3,2,F1,20.224719101123597,DD_test,0.01,0.0
3,2,F1,20.224719101123597,JT_test,0.05,0.308044
3,2,F1,20.224719101123597,DD_test,0.05,0.493788
3,2,F1,20.224719101123597,JT_test,0.1,0.619944
3,2,F1,20.224719101123597,DD_test,0.1,0.752092
3,2,F1,20.786516853932586,JT_test,0.01,0.0
3,2,F1,20.786516853932586,DD_test,0.01,0.0
3,2,F1,20.786516853932586,JT_test,0.05,0.310716
3,2,F1,20.786516853932586,DD_test,0.05,0.502736
3,2,F1,20.786516853932586,JT_test,0.1,0.624724
3,2,F1,20.786516853932586,DD_test,0.1,0.76292
3,2,F1,21.348314606741575,JT_test,0.01,0.0
3,2,F1,21.348314606741575,DD_test,0.01,0.0
3,2,F1,21.348314606741575,JT_test,0.05,0.312448
3,2,F1,21.348314606741575,DD_test,0.05,0.511636
3,2,F1,21.348314606741575,JT_test,0.1,0.628912
3,2,F1,21.348314606741575,DD_test,0.1,0.774396
3,2,F1,21.910112359550563,JT_test,0.01,0.0
3,2,F1,21.910112359550563,DD_test,0.01,0.0
3,2,F1,21.910112359550563,JT_test,0.05,0.313716
3,2,F1,21.910112359550563,DD_test,0.05,0.518752
3,2,F1,21.910112359550563,JT_test,0.1,0.63112
3,2,F1,21.910112359550563,DD_test,0.1,0.786748
3,2,F1,22.471910112359552,JT_test,0.01,0.0
3,2,F1,22.471910112359552,DD_test,0.01,0.0
3,2,F1,22.471910112359552,JT_test,0.05,0.318636
3,2,F1,22.471910112359552,DD_test,0.05,0.530696
3,2,F1,22.471910112359552,JT_test,0.1,0.638536
3,2,F1,22.471910112359552,DD_test,0.1,0.80172
3,2,F1,23.03370786516854,JT_test,0.01,0.0
3,2,F1,23.03370786516854,DD_test,0.01,0.0
3,2,F1,23.03370786516854,JT_test,0.05,0.31844
3,2,F1,23.03370786516854,DD_test,0.05,0.537544
3,2,F1,23.03370786516854,JT_test,0.1,0.6418
3,2,F1,23.03370786516854,DD_test,0.1,0.809892
3,2,F1,23.59550561797753,JT_test,0.01,0.0
3,2,F1,23.59550561797753,DD_test,0.01,0.0
3,2,F1,23.59550561797753,JT_test,0.05,0.320208
3,2,F1,23.59550561797753,DD_test,0.05,0.545456
3,2,F1,23.59550561797753,JT_test,0.1,0.644884
3,2,F1,23.59550561797753,DD_test,0.1,0.821196
3,2,F1,24.15730337078652,JT_test,0.01,0.0
3,2,F1,24.15730337078652,DD_test,0.01,0.0
3,2,F1,24.15730337078652,JT_test,0.05,0.323224
3,2,F1,24.15730337078652,DD_test,0.05,0.553176
3,2,F1,24.15730337078652,JT_test,0.1,0.647788
3,2,F1,24.15730337078652,DD_test,0.1,0.831684
3,2,F1,24.719101123595507,JT_test,0.01,0.0
3,2,F1,24.719101123595507,DD_test,0.01,0.0
3,2,F1,24.719101123595507,JT_test,0.05,0.323916
3,2,F1,24.719101123595507,DD_test,0.05,0.560232
3,2,F1,24.719101123595507,JT_test,0.1,0.650364
3,2,F1,24.719101123595507,DD_test,0.1,0.841456
3,2,F1,25.280898876404496,JT_test,0.01,0.0
3,2,F1,25.280898876404496,DD_test,0.01,0.0
3,2,F1,25.280898876404496,JT_test,0.05,0.325916
3,2,F1,25.280898876404496,DD_test,0.05,0.567408
3,2,F1,25.280898876404496,JT_test,0.1,0.65348
3,2,F1,25.280898876404496,DD_test,0.1,0.850948
3,2,F1,25.842696629213485,JT_test,0.01,0.0
3,2,F1,25.842696629213485,DD_test,0.01,0.0
3,2,F1,25.842696629213485,JT_test,0.05,0.327896
3,2,F1,25.842696629213485,DD_test,0.05,0.575136
3,2,F1,25.842696629213485,JT_test,0.1,0.656812
3,2,F1,25.842696629213485,DD_test,0.1,0.859664
3,2,F1,26.404494382022474,JT_test,0.01,0.0
3,2,F1,26.404494382022474,DD_test,0.01,0.0
3,2,F1,26.404494382022474,JT_test,0.05,0.32748
3,2,F1,26.404494382022474,DD_test,0.05,0.579944
3,2,F1,26.404494382022474,JT_test,0.1,0.655676
3,2,F1,26.404494382022474,DD_test,0.1,0.867924
3,2,F1,26.966292134831463,JT_test,0.01,0.0
3,2,F1,26.966292134831463,DD_test,0.01,0.0
3,2,F1,26.966292134831463,JT_test,0.05,0.32888
