k,n,dist,treatment_shift,parameter,test_name,alpha,rejection_rate
3,3,F1,7.5,49.29530201342282,JT_test,0.05,0.654356
3,3,F1,7.5,49.29530201342282,DD_test,0.05,0.758408
3,3,F1,7.5,49.76510067114094,JT_test,0.05,0.6489
3,3,F1,7.5,49.76510067114094,DD_test,0.05,0.75298
3,3,F1,7.5,50.23489932885906,JT_test,0.05,0.64624
3,3,F1,7.5,50.23489932885906,DD_test,0.05,0.75056
3,3,F1,7.5,50.70469798657718,JT_test,0.05,0.643032
3,3,F1,7.5,50.70469798657718,DD_test,0.05,0.74756
3,3,F1,7.5,51.1744966442953,JT_test,0.05,0.638016
3,3,F1,7.5,51.1744966442953,DD_test,0.05,0.7427
3,3,F1,7.5,51.64429530201342,JT_test,0.05,0.634368
3,3,F1,7.5,51.64429530201342,DD_test,0.05,0.739284
3,3,F1,7.5,52.11409395973154,JT_test,0.05,0.63226
3,3,F1,7.5,52.11409395973154,DD_test,0.05,0.737324
3,3,F1,7.5,52.58389261744966,JT_test,0.05,0.629788
3,3,F1,7.5,52.58389261744966,DD_test,0.05,0.735184
3,3,F1,7.5,53.053691275167786,JT_test,0.05,0.62722
3,3,F1,7.5,53.053691275167786,DD_test,0.05,0.731444
3,3,F1,7.5,53.52348993288591,JT_test,0.05,0.623012
3,3,F1,7.5,53.52348993288591,DD_test,0.05,0.727592
3,3,F1,7.5,53.993288590604024,JT_test,0.05,0.620064
3,3,F1,7.5,53.993288590604024,DD_test,0.05,0.724864
3,3,F1,7.5,54.46308724832215,JT_test,0.05,0.617604
3,3,F1,7.5,54.46308724832215,DD_test,0.05,0.721932
3,3,F1,7.5,54.93288590604027,JT_test,0.05,0.612384
3,3,F1,7.5,54.93288590604027,DD_test,0.05,0.71778
3,3,F1,7.5,55.402684563758385,JT_test,0.05,0.609956
3,3,F1,7.5,55.402684563758385,DD_test,0.05,0.714788
3,3,F1,7.5,55.87248322147651,JT_test,0.05,0.607084
3,3,F1,7.5,55.87248322147651,DD_test,0.05,0.712088
3,3,F1,7.5,56.34228187919463,JT_test,0.05,0.603308
3,3,F1,7.5,56.34228187919463,DD_test,0.05,0.70828
3,3,F1,7.5,56.81208053691275,JT_test,0.05,0.600524
3,3,F1,7.5,56.81208053691275,DD_test,0.05,0.704572
3,3,F1,7.5,57.281879194630875,JT_test,0.05,0.59724
3,3,F1,7.5,57.281879194630875,DD_test,0.05,0.702252
3,3,F1,7.5,57.75167785234899,JT_test,0.05,0.592628
3,3,F1,7.5,57.75167785234899,DD_test,0.05,0.698176
3,3,F1,7.5,58.22147651006711,JT_test,0.05,0.589552
3,3,F1,7.5,58.22147651006711,DD_test,0.05,0.69548
3,3,F1,7.5,58.691275167785236,JT_test,0.05,0.587292
3,3,F1,7.5,58.691275167785236,DD_test,0.05,0.6934
3,3,F1,7.5,59.16107382550335,JT_test,0.05,0.585784
3,3,F1,7.5,59.16107382550335,DD_test,0.05,0.690952
3,3,F1,7.5,59.630872483221474,JT_test,0.05,0.58282
3,3,F1,7.5,59.630872483221474,DD_test,0.05,0.687528
3,3,F1,7.5,60.100671140939596,JT_test,0.05,0.5785
3,3,F1,7.5,60.100671140939596,DD_test,0.05,0.68432
3,3,F1,7.5,60.57046979865772,JT_test,0.05,0.576976
3,3,F1,7.5,60.57046979865772,DD_test,0.05,0.681304
3,3,F1,7.5,61.04026845637584,JT_test,0.05,0.573544
3,3,F1,7.5,61.04026845637584,DD_test,0.05,0.67832
3,3,F1,7.5,61.51006711409396,JT_test,0.05,0.570936
3,3,F1,7.5,61.51006711409396,DD_test,0.05,0.676084
3,3,F1,7.5,61.97986577181208,JT_test,0.05,0.56716
3,3,F1,7.5,61.97986577181208,DD_test,0.05,0.672804
3,3,F1,7.5,62.4496644295302,JT_test,0.05,0.565204
3,3,F1,7.5,62.4496644295302,DD_test,0.05,0.671476
3,3,F1,7.5,62.91946308724832,JT_test,0.05,0.56276
3,3,F1,7.5,62.91946308724832,DD_test,0.05,0.66822
3,3,F1,7.5,63.38926174496644,JT_test,0.05,0.559088
3,3,F1,7.5,63.38926174496644,DD_test,0.05,0.663068
3,3,F1,7.5,63.85906040268456,JT_test,0.05,0.557232
3,3,F1,7.5,63.85906040268456,DD_test,0.05,0.662088
3,3,F1,7.5,64.32885906040269,JT_test,0.05,0.55324
3,3,F1,7.5,64.32885906040269,DD_test,0.05,0.657748
3,3,F1,7.5,64.79865771812081,JT_test,0.05,0.550948
3,3,F1,7.5,64.79865771812081,DD_test,0.05,0.655496
3,3,F1,7.5,65.26845637583892,JT_test,0.05,0.546884
3,3,F1,7.5,65.26845637583892,DD_test,0.05,0.652124
3,3,F1,7.5,65.73825503355704,JT_test,0.05,0.544996
3,3,F1,7.5,65.73825503355704,DD_test,0.05,0.650656
3,3,F1,7.5,66.20805369127517,JT_test,0.05,0.54276
3,3,F1,7.5,66.20805369127517,DD_test,0.05,0.646844
3,3,F1,7.5,66.67785234899328,JT_test,0.05,0.542164
3,3,F1,7.5,66.67785234899328,DD_test,0.05,0.645092
3,3,F1,7.5,67.14765100671141,JT_test,0.05,0.536888
3,3,F1,7.5,67.14765100671141,DD_test,0.05,0.641424
3,3,F1,7.5,67.61744966442953,JT_test,0.05,0.534888
3,3,F1,7.5,67.61744966442953,DD_test,0.05,0.640088
3,3,F1,7.5,68.08724832214764,JT_test,0.05,0.53384
3,3,F1,7.5,68.08724832214764,DD_test,0.05,0.637752
3,3,F1,7.5,68.55704697986577,JT_test,0.05,0.530068
3,3,F1,7.5,68.55704697986577,DD_test,0.05,0.634864
3,3,F1,7.5,69.02684563758389,JT_test,0.05,0.529376
3,3,F1,7.5,69.02684563758389,DD_test,0.05,0.63296
3,3,F1,7.5,69.49664429530202,JT_test,0.05,0.524548
3,3,F1,7.5,69.49664429530202,DD_test,0.05,0.62882
3,3,F1,7.5,69.96644295302013,JT_test,0.05,0.52322
3,3,F1,7.5,69.96644295302013,DD_test,0.05,0.626528
3,3,F1,7.5,70.43624161073825,JT_test,0.05,0.52028
3,3,F1,7.5,70.43624161073825,DD_test,0.05,0.624696
3,3,F1,7.5,70.90604026845637,JT_test,0.05,0.518788
3,3,F1,7.5,70.90604026845637,DD_test,0.05,0.622172
3,3,F1,7.5,71.3758389261745,JT_test,0.05,0.51618
3,3,F1,7.5,71.3758389261745,DD_test,0.05,0.619944
3,3,F1,7.5,71.84563758389262,JT_test,0.05,0.515624
3,3,F1,7.5,71.84563758389262,DD_test,0.05,0.618684
3,3,F1,7.5,72.31543624161074,JT_test,0.05,0.510744
3,3,F1,7.5,72.31543624161074,DD_test,0.05,0.615268
3,3,F1,7.5,72.78523489932886,JT_test,0.05,0.510168
3,3,F1,7.5,72.78523489932886,DD_test,0.05,0.614404
3,3,F1,7.5,73.25503355704697,JT_test,0.05,0.507784
3,3,F1,7.5,73.25503355704697,DD_test,0.05,0.611344
3,3,F1,7.5,73.7248322147651,JT_test,0.05,0.504428
3,3,F1,7.5,73.7248322147651,DD_test,0.05,0.606664
3,3,F1,7.5,74.19463087248322,JT_test,0.05,0.503992
3,3,F1,7.5,74.19463087248322,DD_test,0.05,0.606708
3,3,F1,7.5,74.66442953020135,JT_test,0.05,0.501092
3,3,F1,7.5,74.66442953020135,DD_test,0.05,0.604004
3,3,F1,7.5,75.13422818791946,JT_test,0.05,0.499088
3,3,F1,7.5,75.13422818791946,DD_test,0.05,0.602132
3,3,F1,7.5,75.60402684563758,JT_test,0.05,0.49612
3,3,F1,7.5,75.60402684563758,DD_test,0.05,0.599108
3,3,F1,7.5,76.0738255033557,JT_test,0.05,0.494408
3,3,F1,7.5,76.0738255033557,DD_test,0.05,0.596432
3,3,F1,7.5,76.54362416107382,JT_test,0.05,0.490848
3,3,F1,7.5,76.54362416107382,DD_test,0.05,0.593476
3,3,F1,7.5,77.01342281879195,JT_test,0.05,0.491844
3,3,F1,7.5,77.01342281879195,DD_test,0.05,0.593424
3,3,F1,7.5,77.48322147651007,JT_test,0.05,0.487636
3,3,F1,7.5,77.48322147651007,DD_test,0.05,0.589724
3,3,F1,7.5,77.95302013422818,JT_test,0.05,0.485448
3,3,F1,7.5,77.95302013422818,DD_test,0.05,0.587712
3,3,F1,7.5,78.4228187919463,JT_test,0.05,0.482376
3,3,F1,7.5,78.4228187919463,DD_test,0.05,0.584108
3,3,F1,7.5,78.89261744966443,JT_test,0.05,0.482012
3,3,F1,7.5,78.89261744966443,DD_test,0.05,0.583412
3,3,F1,7.5,79.36241610738254,JT_test,0.05,0.479248
3,3,F1,7.5,79.36241610738254,DD_test,0.05,0.580356
3,3,F1,7.5,79.83221476510067,JT_test,0.05,0.478296
3,3,F1,7.5,79.83221476510067,DD_test,0.05,0.579628
3,3,F1,7.5,80.30201342281879,JT_test,0.05,0.476912
3,3,F1,7.5,80.30201342281879,DD_test,0.05,0.578132
3,3,F1,7.5,80.7718120805369,JT_test,0.05,0.4724
3,3,F1,7.5,80.7718120805369,DD_test,0.05,0.574224
3,3,F1,7.5,81.24161073825503,JT_test,0.05,0.471648
3,3,F1,7.5,81.24161073825503,DD_test,0.05,0.57156
3,3,F1,7.5,81.71140939597315,JT_test,0.05,0.470156
3,3,F1,7.5,81.71140939597315,DD_test,0.05,0.569796
3,3,F1,7.5,82.18120805369128,JT_test,0.05,0.467888
3,3,F1,7.5,82.18120805369128,DD_test,0.05,0.569284
3,3,F1,7.5,82.6510067114094,JT_test,0.05,0.463732
3,3,F1,7.5,82.6510067114094,DD_test,0.05,0.563868
3,3,F1,7.5,83.12080536912751,JT_test,0.05,0.46346
3,3,F1,7.5,83.12080536912751,DD_test,0.05,0.562704
3,3,F1,7.5,83.59060402684564,JT_test,0.05,0.463116
3,3,F1,7.5,83.59060402684564,DD_test,0.05,0.56312
3,3,F1,7.5,84.06040268456375,JT_test,0.05,0.46088
3,3,F1,7.5,84.06040268456375,DD_test,0.05,0.560952
3,3,F1,7.5,84.53020134228188,JT_test,0.05,0.458852
3,3,F1,7.5,84.53020134228188,DD_test,0.05,0.55902
3,3,F1,7.5,85.0,JT_test,0.05,0.457328
3,3,F1,7.5,85.0,DD_test,0.05,0.556872
3,3,F2,15.0,50.0,JT_test,0.05,0.987508
3,3,F2,15.0,50.0,DD_test,0.05,0.99998
3,3,F2,15.0,52.013422818791945,JT_test,0.05,0.985288
3,3,F2,15.0,52.013422818791945,DD_test,0.05,0.999984
3,3,F2,15.0,54.02684563758389,JT_test,0.05,0.982904
3,3,F2,15.0,54.02684563758389,DD_test,0.05,0.999972
3,3,F2,15.0,56.04026845637584,JT_test,0.05,0.980292
3,3,F2,15.0,56.04026845637584,DD_test,0.05,0.999896
3,3,F2,15.0,58.053691275167786,JT_test,0.05,0.977716
3,3,F2,15.0,58.053691275167786,DD_test,0.05,0.999832
3,3,F2,15.0,60.06711409395973,JT_test,0.05,0.975056
3,3,F2,15.0,60.06711409395973,DD_test,0.05,0.999708
3,3,F2,15.0,62.08053691275168,JT_test,0.05,0.97192
3,3,F2,15.0,62.08053691275168,DD_test,0.05,0.999472
3,3,F2,15.0,64.09395973154362,JT_test,0.05,0.96884
3,3,F2,15.0,64.09395973154362,DD_test,0.05,0.999288
3,3,F2,15.0,66.10738255033557,JT_test,0.05,0.965916
3,3,F2,15.0,66.10738255033557,DD_test,0.05,0.998948
3,3,F2,15.0,68.12080536912751,JT_test,0.05,0.962092
3,3,F2,15.0,68.12080536912751,DD_test,0.05,0.99842
3,3,F2,15.0,70.13422818791946,JT_test,0.05,0.959452
3,3,F2,15.0,70.13422818791946,DD_test,0.05,0.997808
3,3,F2,15.0,72.14765100671141,JT_test,0.05,0.955852
3,3,F2,15.0,72.14765100671141,DD_test,0.05,0.996932
3,3,F2,15.0,74.16107382550337,JT_test,0.05,0.953192
3,3,F2,15.0,74.16107382550337,DD_test,0.05,0.996284
3,3,F2,15.0,76.1744966442953,JT_test,0.05,0.949076
3,3,F2,15.0,76.1744966442953,DD_test,0.05,0.995032
3,3,F2,15.0,78.18791946308725,JT_test,0.05,0.944604
3,3,F2,15.0,78.18791946308725,DD_test,0.05,0.993816
3,3,F2,15.0,80.20134228187919,JT_test,0.05,0.94016
3,3,F2,15.0,80.20134228187919,DD_test,0.05,0.992308
3,3,F2,15.0,82.21476510067114,JT_test,0.05,0.934516
3,3,F2,15.0,82.21476510067114,DD_test,0.05,0.99092
3,3,F2,15.0,84.2281879194631,JT_test,0.05,0.930344
3,3,F2,15.0,84.2281879194631,DD_test,0.05,0.9892
3,3,F2,15.0,86.24161073825503,JT_test,0.05,0.925144
3,3,F2,15.0,86.24161073825503,DD_test,0.05,0.98666
3,3,F2,15.0,88.25503355704699,JT_test,0.05,0.918536
3,3,F2,15.0,88.25503355704699,DD_test,0.05,0.984124
3,3,F2,15.0,90.26845637583892,JT_test,0.05,0.914236
3,3,F2,15.0,90.26845637583892,DD_test,0.05,0.98212
3,3,F2,15.0,92.28187919463087,JT_test,0.05,0.908436
3,3,F2,15.0,92.28187919463087,DD_test,0.05,0.980008
3,3,F2,15.0,94.29530201342283,JT_test,0.05,0.901728
3,3,F2,15.0,94.29530201342283,DD_test,0.05,0.976412
3,3,F2,15.0,96.30872483221478,JT_test,0.05,0.89532
3,3,F2,15.0,96.30872483221478,DD_test,0.05,0.97376
3,3,F2,15.0,98.32214765100672,JT_test,0.05,0.888768
3,3,F2,15.0,98.32214765100672,DD_test,0.05,0.97068
3,3,F2,15.0,100.33557046979865,JT_test,0.05,0.883528
3,3,F2,15.0,100.33557046979865,DD_test,0.05,0.967828
3,3,F2,15.0,102.3489932885906,JT_test,0.05,0.876848
3,3,F2,15.0,102.3489932885906,DD_test,0.05,0.963912
3,3,F2,15.0,104.36241610738256,JT_test,0.05,0.869876
3,3,F2,15.0,104.36241610738256,DD_test,0.05,0.9606
3,3,F2,15.0,106.37583892617451,JT_test,0.05,0.863608
3,3,F2,15.0,106.37583892617451,DD_test,0.05,0.956864
3,3,F2,15.0,108.38926174496645,JT_test,0.05,0.85694
3,3,F2,15.0,108.38926174496645,DD_test,0.05,0.9531
3,3,F2,15.0,110.4026845637584,JT_test,0.05,0.84996
3,3,F2,15.0,110.4026845637584,DD_test,0.05,0.948884
3,3,F2,15.0,112.41610738255034,JT_test,0.05,0.843392
3,3,F2,15.0,112.41610738255034,DD_test,0.05,0.945072
3,3,F2,15.0,114.42953020134229,JT_test,0.05,0.836316
3,3,F2,15.0,114.42953020134229,DD_test,0.05,0.941124
3,3,F2,15.0,116.44295302013424,JT_test,0.05,0.830728
3,3,F2,15.0,116.44295302013424,DD_test,0.05,0.936844
3,3,F2,15.0,118.45637583892618,JT_test,0.05,0.822096
3,3,F2,15.0,118.45637583892618,DD_test,0.05,0.93088
3,3,F2,15.0,120.46979865771813,JT_test,0.05,0.81694
3,3,F2,15.0,120.46979865771813,DD_test,0.05,0.926756
3,3,F2,15.0,122.48322147651007,JT_test,0.05,0.80954
3,3,F2,15.0,122.48322147651007,DD_test,0.05,0.921836
3,3,F2,15.0,124.49664429530202,JT_test,0.05,0.803652
3,3,F2,15.0,124.49664429530202,DD_test,0.05,0.91842
3,3,F2,15.0,126.51006711409397,JT_test,0.05,0.798016
3,3,F2,15.0,126.51006711409397,DD_test,0.05,0.91392
3,3,F2,15.0,128.52348993288592,JT_test,0.05,0.79116
3,3,F2,15.0,128.52348993288592,DD_test,0.05,0.908048
3,3,F2,15.0,130.53691275167785,JT_test,0.05,0.782836
3,3,F2,15.0,130.53691275167785,DD_test,0.05,0.902848
3,3,F2,15.0,132.55033557046983,JT_test,0.05,0.77714
3,3,F2,15.0,132.55033557046983,DD_test,0.05,0.89794
3,3,F2,15.0,134.56375838926175,JT_test,0.05,0.771252
3,3,F2,15.0,134.56375838926175,DD_test,0.05,0.893656
3,3,F2,15.0,136.5771812080537,JT_test,0.05,0.764448
3,3,F2,15.0,136.5771812080537,DD_test,0.05,0.888444
3,3,F2,15.0,138.59060402684565,JT_test,0.05,0.760068
3,3,F2,15.0,138.59060402684565,DD_test,0.05,0.884532
3,3,F2,15.0,140.60402684563758,JT_test,0.05,0.752892
3,3,F2,15.0,140.60402684563758,DD_test,0.05,0.878556
3,3,F2,15.0,142.61744966442956,JT_test,0.05,0.74712
3,3,F2,15.0,142.61744966442956,DD_test,0.05,0.873044
3,3,F2,15.0,144.63087248322148,JT_test,0.05,0.740912
3,3,F2,15.0,144.63087248322148,DD_test,0.05,0.868512
3,3,F2,15.0,146.64429530201343,JT_test,0.05,0.735104
3,3,F2,15.0,146.64429530201343,DD_test,0.05,0.862828
3,3,F2,15.0,148.65771812080538,JT_test,0.05,0.729692
3,3,F2,15.0,148.65771812080538,DD_test,0.05,0.858724
3,3,F2,15.0,150.6711409395973,JT_test,0.05,0.723168
3,3,F2,15.0,150.6711409395973,DD_test,0.05,0.852592
3,3,F2,15.0,152.6845637583893,JT_test,0.05,0.718944
3,3,F2,15.0,152.6845637583893,DD_test,0.05,0.848028
3,3,F2,15.0,154.6979865771812,JT_test,0.05,0.712248
3,3,F2,15.0,154.6979865771812,DD_test,0.05,0.8438
3,3,F2,15.0,156.71140939597316,JT_test,0.05,0.707756
3,3,F2,15.0,156.71140939597316,DD_test,0.05,0.838232
3,3,F2,15.0,158.72483221476512,JT_test,0.05,0.701412
3,3,F2,15.0,158.72483221476512,DD_test,0.05,0.833572
3,3,F2,15.0,160.73825503355704,JT_test,0.05,0.695888
3,3,F2,15.0,160.73825503355704,DD_test,0.05,0.829976
3,3,F2,15.0,162.75167785234902,JT_test,0.05,0.689868
3,3,F2,15.0,162.75167785234902,DD_test,0.05,0.823528
3,3,F2,15.0,164.76510067114094,JT_test,0.05,0.68572
3,3,F2,15.0,164.76510067114094,DD_test,0.05,0.818388
3,3,F2,15.0,166.7785234899329,JT_test,0.05,0.680044
3,3,F2,15.0,166.7785234899329,DD_test,0.05,0.814096
3,3,F2,15.0,168.79194630872485,JT_test,0.05,0.674912
3,3,F2,15.0,168.79194630872485,DD_test,0.05,0.808416
3,3,F2,15.0,170.8053691275168,JT_test,0.05,0.671824
3,3,F2,15.0,170.8053691275168,DD_test,0.05,0.804544
