k,n,dist,treatment_shift,test_name,alpha,rejection_rate
4,2,F1,5.730337078651686,JT_test,0.1,0.7879
4,2,F1,5.730337078651686,DD_test,0.1,0.8618
4,2,F1,5.842696629213483,JT_test,0.01,0.23002
4,2,F1,5.842696629213483,DD_test,0.01,0.38106
4,2,F1,5.842696629213483,JT_test,0.05,0.6873
4,2,F1,5.842696629213483,DD_test,0.05,0.74274
4,2,F1,5.842696629213483,JT_test,0.1,0.80028
4,2,F1,5.842696629213483,DD_test,0.1,0.87214
4,2,F1,5.955056179775281,JT_test,0.01,0.23786
4,2,F1,5.955056179775281,DD_test,0.01,0.38964
4,2,F1,5.955056179775281,JT_test,0.05,0.69956
4,2,F1,5.955056179775281,DD_test,0.05,0.75656
4,2,F1,5.955056179775281,JT_test,0.1,0.81384
4,2,F1,5.955056179775281,DD_test,0.1,0.88362
4,2,F1,6.067415730337078,JT_test,0.01,0.25152
4,2,F1,6.067415730337078,DD_test,0.01,0.4046
4,2,F1,6.067415730337078,JT_test,0.05,0.71466
4,2,F1,6.067415730337078,DD_test,0.05,0.77088
4,2,F1,6.067415730337078,JT_test,0.1,0.82486
4,2,F1,6.067415730337078,DD_test,0.1,0.89276
4,2,F1,6.179775280898876,JT_test,0.01,0.26154
4,2,F1,6.179775280898876,DD_test,0.01,0.4209
4,2,F1,6.179775280898876,JT_test,0.05,0.72866
4,2,F1,6.179775280898876,DD_test,0.05,0.78368
4,2,F1,6.179775280898876,JT_test,0.1,0.83522
4,2,F1,6.179775280898876,DD_test,0.1,0.89828
4,2,F1,6.2921348314606735,JT_test,0.01,0.27238
4,2,F1,6.2921348314606735,DD_test,0.01,0.43646
4,2,F1,6.2921348314606735,JT_test,0.05,0.73986
4,2,F1,6.2921348314606735,DD_test,0.05,0.79592
4,2,F1,6.2921348314606735,JT_test,0.1,0.84422
4,2,F1,6.2921348314606735,DD_test,0.1,0.90786
4,2,F1,6.404494382022472,JT_test,0.01,0.28266
4,2,F1,6.404494382022472,DD_test,0.01,0.45128
4,2,F1,6.404494382022472,JT_test,0.05,0.75358
4,2,F1,6.404494382022472,DD_test,0.05,0.80852
4,2,F1,6.404494382022472,JT_test,0.1,0.85366
4,2,F1,6.404494382022472,DD_test,0.1,0.91592
4,2,F1,6.51685393258427,JT_test,0.01,0.29004
4,2,F1,6.51685393258427,DD_test,0.01,0.46448
4,2,F1,6.51685393258427,JT_test,0.05,0.76636
4,2,F1,6.51685393258427,DD_test,0.05,0.81998
4,2,F1,6.51685393258427,JT_test,0.1,0.86378
4,2,F1,6.51685393258427,DD_test,0.1,0.92054
4,2,F1,6.629213483146067,JT_test,0.01,0.3022
4,2,F1,6.629213483146067,DD_test,0.01,0.478
4,2,F1,6.629213483146067,JT_test,0.05,0.77664
4,2,F1,6.629213483146067,DD_test,0.05,0.82996
4,2,F1,6.629213483146067,JT_test,0.1,0.87294
4,2,F1,6.629213483146067,DD_test,0.1,0.9287
4,2,F1,6.741573033707865,JT_test,0.01,0.31346
4,2,F1,6.741573033707865,DD_test,0.01,0.49266
4,2,F1,6.741573033707865,JT_test,0.05,0.78918
4,2,F1,6.741573033707865,DD_test,0.05,0.8431
4,2,F1,6.741573033707865,JT_test,0.1,0.88048
4,2,F1,6.741573033707865,DD_test,0.1,0.9359
4,2,F1,6.853932584269662,JT_test,0.01,0.3248
4,2,F1,6.853932584269662,DD_test,0.01,0.5073
4,2,F1,6.853932584269662,JT_test,0.05,0.80062
4,2,F1,6.853932584269662,DD_test,0.05,0.85146
4,2,F1,6.853932584269662,JT_test,0.1,0.88836
4,2,F1,6.853932584269662,DD_test,0.1,0.93996
4,2,F1,6.966292134831461,JT_test,0.01,0.33988
4,2,F1,6.966292134831461,DD_test,0.01,0.52402
4,2,F1,6.966292134831461,JT_test,0.05,0.8096
4,2,F1,6.966292134831461,DD_test,0.05,0.85962
4,2,F1,6.966292134831461,JT_test,0.1,0.89404
4,2,F1,6.966292134831461,DD_test,0.1,0.94462
4,2,F1,7.078651685393258,JT_test,0.01,0.34918
4,2,F1,7.078651685393258,DD_test,0.01,0.53642
4,2,F1,7.078651685393258,JT_test,0.05,0.81732
4,2,F1,7.078651685393258,DD_test,0.05,0.87228
4,2,F1,7.078651685393258,JT_test,0.1,0.9029
4,2,F1,7.078651685393258,DD_test,0.1,0.95146
4,2,F1,7.191011235955056,JT_test,0.01,0.35764
4,2,F1,7.191011235955056,DD_test,0.01,0.54668
4,2,F1,7.191011235955056,JT_test,0.05,0.82892
4,2,F1,7.191011235955056,DD_test,0.05,0.87748
4,2,F1,7.191011235955056,JT_test,0.1,0.90812
4,2,F1,7.191011235955056,DD_test,0.1,0.95344
4,2,F1,7.303370786516854,JT_test,0.01,0.37474
